"LLAVEHOG","LLAVEVIV","P2_8","FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","FAC_HOG"
"05293011","0529301","02","05293","01","1","018","00208",757
"05294151","0529415","02","05294","15","1","118","01414",5277
"05295191","0529519","02","05295","19","1","020","00223",797
"05296071","0529607","02","05296","07","1","027","00276",1431
"05297031","0529703","01","05297","03","1","162","01888",1654
"05298041","0529804","01","05298","04","1","073","00946",2962
"05299031","0529903","01","05299","03","1","040","00462",4234
"05300071","0530007","03","05300","07","1","051","00766",1365
"05301021","0530102","03","05301","02","1","030","00361",1361
"05302011","0530201","00","05302","01","1","017","00186",713
"05303011","0530301","00","05303","01","1","087","01095",11960
"05304041","0530404","02","05304","04","1","160","01847",1348
"05305121","0530512","02","05305","12","1","094","01151",720
"05306031","0530603","03","05306","03","1","050","00683",3883
"05307171","0530717","00","05307","17","1","003","00007",1634
"05308041","0530804","02","05308","04","1","188","02152",1515
"05309191","0530919","01","05309","19","1","167","01975",636
"05310041","0531004","01","05310","04","1","016","00171",666
"05311061","0531106","01","05311","06","1","062","00880",3244
"05312021","0531202","03","05312","02","1","034","00406",759
"05313021","0531302","01","05313","02","1","139","01638",1263
"05314011","0531401","00","05314","01","1","024","00263",537
"05315151","0531515","02","05315","15","1","061","00876",2994
"05316111","0531611","03","05316","11","1","063","00882",3147
"05317011","0531701","01","05317","01","1","076","00968",7378
"05318171","0531817","02","05318","17","1","166","01972",586
"05319141","0531914","02","05319","14","1","088","01107",4964
"05320011","0532001","00","05320","01","1","030","00348",1476
"05321201","0532120","01","05321","20","1","026","00274",1433
"05322111","0532211","02","05322","11","1","002","00006",392
"05323101","0532310","00","05323","10","1","135","01584",1829
"05324031","0532403","01","05324","03","1","044","00493",3043
"05325191","0532519","01","05325","19","1","075","00966",3387
"05326061","0532606","01","05326","06","1","178","02086",1819
"05327121","0532712","00","05327","12","1","154","01816",2554
"05328011","0532801","02","05328","01","1","107","01305",3233
"05329011","0532901","03","05329","01","1","103","01226",1221
"05330041","0533004","01","05330","04","1","107","01301",3306
"05331021","0533102","01","05331","02","1","029","00300",1661
"05332151","0533215","03","05332","15","1","089","01113",3095
"05333191","0533319","01","05333","19","1","105","01254",2584
"05334021","0533402","02","05334","02","1","071","00939",2376
"05335051","0533505","01","05335","05","1","030","00353",1448
"05336051","0533605","01","05336","05","1","162","01862",1866
"05337031","0533703","03","05337","03","1","152","01796",2266
"05338051","0533805","02","05338","05","1","083","01024",5447
"05339101","0533910","01","05339","10","1","179","02087",1839
"05340151","0534015","03","05340","15","1","033","00395",576
"05341111","0534111","00","05341","11","1","039","00447",4920
"05342081","0534208","02","05342","08","1","109","01372",3454
"05343021","0534302","01","05343","02","1","024","00258",755
"05344031","0534403","01","05344","03","1","152","01803",2091
"05345021","0534502","01","05345","02","1","108","01352",3292
"05346021","0534602","01","05346","02","1","140","01663",1305
"05347141","0534714","01","05347","14","1","088","01109",4626
"05348181","0534818","01","05348","18","1","117","01411",4824
"05349161","0534916","03","05349","16","1","096","01157",995
"05350011","0535001","01","05350","01","1","135","01585",1797
"05351021","0535102","01","05351","02","1","035","00430",741
"05352081","0535208","01","05352","08","1","173","02044",4268
"05353031","0535303","01","05353","03","1","169","01996",1076
"05354021","0535402","01","05354","02","1","049","00643",3508
"05355021","0535502","00","05355","02","1","050","00713",3405
"05356191","0535619","01","05356","19","1","101","01217",1108
"05357061","0535706","01","05357","06","1","001","00003",848
"05358051","0535805","02","05358","05","1","107","01319",3086
"05359021","0535902","00","05359","02","1","151","01766",2503
"05360041","0536004","01","05360","04","1","030","00365",1327
"05361021","0536102","01","05361","02","1","126","01472",2162
"05362011","0536201","04","05362","01","1","029","00312",1588
"05363191","0536319","01","05363","19","1","105","01251",2799
"05364041","0536404","01","05364","04","1","097","01167",1679
"05365011","0536501","03","05365","01","1","049","00669",2198
"05366031","0536603","01","05366","03","1","156","01830",1676
"05367021","0536702","03","05367","02","1","065","00904",2203
"05368011","0536801","00","05368","01","1","182","02106",1904
"05369011","0536901","00","05369","01","1","010","00109",2930
"05370041","0537004","01","05370","04","1","078","00977",9959
"05371181","0537118","00","05371","18","1","076","00968",7378
"05372021","0537202","02","05372","02","1","044","00496",2933
"05373031","0537303","01","05373","03","1","152","01792",2468
"05374011","0537401","00","05374","01","1","160","01847",1348
"05375011","0537501","00","05375","01","1","009","00090",2545
"05376131","0537613","01","05376","13","1","105","01255",1919
"05377071","0537707","01","05377","07","1","154","01814",2660
"05378201","0537820","01","05378","20","1","172","02037",7996
"05379201","0537920","01","05379","20","1","094","01147",957
"05380021","0538002","01","05380","02","1","185","02141",1249
"05381021","0538102","02","05381","02","1","016","00176",618
"05382051","0538205","02","05382","05","1","169","02011",775
"05383021","0538302","02","05383","02","1","065","00900",2939
"05384051","0538405","01","05384","05","1","067","00921",1645
"05385051","0538505","02","05385","05","1","030","00351",1464
"05386021","0538602","01","05386","02","1","056","00832",4770
"05387201","0538720","01","05387","20","1","037","00444",3822
"05388131","0538813","01","05388","13","1","143","01679",2282
"05389051","0538905","01","05389","05","1","182","02098",2146
"05390181","0539018","02","05390","18","1","008","00063",1922
"05391011","0539101","01","05391","01","1","120","01428",4206
"05392031","0539203","02","05392","03","1","094","01149",884
"05393091","0539309","00","05393","09","1","039","00451",3817
"05394041","0539404","02","05394","04","1","039","00454",3356
"05395071","0539507","01","05395","07","1","105","01253",2656
"05396021","0539602","02","05396","02","1","162","01853",2088
"05397071","0539707","00","05397","07","1","071","00938",2501
"05398041","0539804","02","05398","04","1","177","02081",8452
"05399041","0539904","01","05399","04","1","006","00047",1535
"05400031","0540003","01","05400","03","1","049","00636",3624
"05401051","0540105","01","05401","05","1","049","00662",3003
"05402191","0540219","01","05402","19","1","159","01842",2431
"05403051","0540305","01","05403","05","1","182","02097",2212
"05404181","0540418","01","05404","18","1","136","01589",1281
"05405041","0540504","00","05405","04","1","107","01323",3056
"05406171","0540617","02","05406","17","1","013","00147",488
"05407011","0540701","00","05407","01","1","169","02012",673
"05408091","0540809","01","05408","09","1","032","00392",627
"05409011","0540901","02","05409","01","1","035","00423",794
"05410031","0541003","00","05410","03","1","085","01040",12481
"05411031","0541103","01","05411","03","1","029","00280",1652
"05412101","0541210","02","05412","10","1","125","01468",1809
"05413011","0541301","02","05413","01","1","049","00654",3163
"05413012","0541301","00","05413","01","2","049","00654",3163
"05413013","0541301","01","05413","01","3","049","00654",3163
"05413014","0541301","01","05413","01","4","049","00654",3163
"05413015","0541301","00","05413","01","5","049","00654",3163
"05414151","0541415","01","05414","15","1","179","02087",1839
"05415011","0541501","01","05415","01","1","040","00463",4100
"05416051","0541605","01","05416","05","1","098","01188",1412
"05417051","0541705","01","05417","05","1","127","01494",1700
"05418131","0541813","02","05418","13","1","135","01582",2162
"05419051","0541905","02","05419","05","1","092","01134",4164
"05420021","0542002","00","05420","02","1","107","01308",3224
"05421181","0542118","02","05421","18","1","110","01376",4727
"05422171","0542217","01","05422","17","1","148","01739",2513
"05423141","0542314","01","05423","14","1","111","01385",3030
"05424081","0542408","02","05424","08","1","051","00765",1494
"05425021","0542502","00","05425","02","1","111","01382",3286
"05426011","0542601","03","05426","01","1","138","01613",1193
"05427051","0542705","02","05427","05","1","050","00748",2232
"05428051","0542805","03","05428","05","1","129","01513",2829
"05429031","0542903","01","05429","03","1","015","00161",365
"05430011","0543001","01","05430","01","1","094","01147",957
"05431051","0543105","01","05431","05","1","050","00703",3504
"05432081","0543208","01","05432","08","1","154","01817",2285
"05433011","0543301","01","05433","01","1","121","01446",3141
"05434051","0543405","00","05434","05","1","086","01071",12674
"05435021","0543502","01","05435","02","1","169","01979",1077
"05436011","0543601","01","05436","01","1","108","01362",3181
"05437051","0543705","02","05437","05","1","066","00912",3136
"05438011","0543801","01","05438","01","1","024","00259",719
"05439021","0543902","01","05439","02","1","058","00846",5182
"05440111","0544011","01","05440","11","1","063","00889",2449
"05441021","0544102","01","05441","02","1","044","00511",2512
"05442041","0544204","02","05442","04","1","024","00255",837
"05443151","0544315","00","05443","15","1","052","00768",1450
"05444011","0544401","03","05444","01","1","152","01800",2190
"05445011","0544501","01","05445","01","1","170","02025",979
"05446041","0544604","02","05446","04","1","030","00342",1519
"05447071","0544707","00","05447","07","1","002","00006",392
"05448051","0544805","01","05448","05","1","010","00099",3348
"05449051","0544905","00","05449","05","1","088","01107",4964
"05450021","0545002","01","05450","02","1","153","01811",2396
"05451051","0545105","00","05451","05","1","170","02025",979
"05452031","0545203","02","05452","03","1","049","00664",2986
"05453051","0545305","02","05453","05","1","152","01796",2266
"05454041","0545404","01","05454","04","1","050","00707",3479
"05455021","0545502","01","05455","02","1","132","01531",1998
"05456031","0545603","02","05456","03","1","034","00406",759
"05457051","0545705","02","05457","05","1","147","01736",2632
"05458031","0545803","02","05458","03","1","175","02049",7597
"05459071","0545907","00","05459","07","1","147","01736",2632
"05460041","0546004","00","05460","04","1","013","00147",488
"05461171","0546117","01","05461","17","1","143","01679",2282
"05462021","0546202","03","05462","02","1","121","01448",1033
"05463041","0546304","02","05463","04","1","098","01182",1678
"05464121","0546412","01","05464","12","1","056","00831",4889
"05465041","0546504","02","05465","04","1","040","00459",4568
"05466011","0546601","03","05466","01","1","035","00419",817
"05467181","0546718","03","05467","18","1","032","00391",636
"05468051","0546805","02","05468","05","1","040","00462",4234
"05469051","0546905","02","05469","05","1","169","01987",1155
"05470041","0547004","01","05470","04","1","144","01686",3272
"05471171","0547117","01","05471","17","1","052","00773",1281
"05472011","0547201","02","05472","01","1","187","02146",1688
"05473151","0547315","01","05473","15","1","116","01409",5069
"05474011","0547401","00","05474","01","1","107","01318",3097
"05475131","0547513","03","05475","13","1","159","01843",2250
"05476041","0547604","02","05476","04","1","141","01674",2757
"05477051","0547705","03","05477","05","1","104","01244",941
"05478021","0547802","01","05478","02","1","030","00340",1528
"05479021","0547902","02","05479","02","1","081","01012",22127
"05480101","0548010","00","05480","10","1","039","00449",4091
"05481011","0548101","02","05481","01","1","048","00601",1568
"05482041","0548204","02","05482","04","1","135","01582",2162
"05483041","0548304","01","05483","04","1","046","00542",3385
"05484051","0548405","02","05484","05","1","133","01563",1816
"05485021","0548502","02","05485","02","1","050","00750",2094
"05486041","0548604","04","05486","04","1","055","00828",1133
"05487011","0548701","02","05487","01","1","048","00569",4262
"05488201","0548820","01","05488","20","1","153","01813",2357
"05489131","0548913","02","05489","13","1","062","00880",3244
"05490051","0549005","02","05490","05","1","129","01514",2031
"05491191","0549119","01","05491","19","1","063","00883",3042
"05492091","0549209","02","05492","09","1","027","00275",1555
"05493151","0549315","00","05493","15","1","110","01376",4727
"05494021","0549402","02","05494","02","1","150","01753",2595
"05495021","0549502","01","05495","02","1","050","00746",2395
"05496041","0549604","02","05496","04","1","107","01296",3884
"05497041","0549704","02","05497","04","1","182","02107",1902
"05498161","0549816","01","05498","16","1","051","00767",1281
"05499041","0549904","01","05499","04","1","102","01221",1303
"05500031","0550003","02","05500","03","1","011","00132",2860
"05501051","0550105","02","05501","05","1","050","00681",4096
"05502031","0550203","02","05502","03","1","085","01050",11321
"05503021","0550302","01","05503","02","1","112","01387",3229
"05504121","0550412","02","05504","12","1","032","00391",636
"05505031","0550503","02","05505","03","1","162","01860",1895
"05506191","0550619","02","05506","19","1","071","00936",2779
"05507021","0550702","01","05507","02","1","050","00691",3701
"05508051","0550805","02","05508","05","1","067","00923",1581
"05509091","0550909","02","05509","09","1","109","01374",2508
"05510031","0551003","01","05510","03","1","127","01491",1834
"05511021","0551102","01","05511","02","1","098","01185",1596
"05512171","0551217","01","05512","17","1","137","01597",1065
"05513111","0551311","01","05513","11","1","155","01818",1651
"05514021","0551402","01","05514","02","1","029","00298",1669
"05515131","0551513","02","05515","13","1","052","00769",1449
"05516041","0551604","00","05516","04","1","106","01274",3242
"05517051","0551705","02","05517","05","1","140","01656",1446
"05518091","0551809","02","05518","09","1","159","01842",2431
"05519051","0551905","01","05519","05","1","040","00458",4635
"05520051","0552005","02","05520","05","1","114","01403",2379
"05521041","0552104","03","05521","04","1","049","00666",2907
"05522051","0552205","01","05522","05","1","085","01034",13299
"05523041","0552304","03","05523","04","1","097","01172",1505
"05524051","0552405","01","05524","05","1","049","00669",2198
"05525031","0552503","01","05525","03","1","059","00862",5358
"05526011","0552601","02","05526","01","1","162","01860",1895
"05527051","0552705","00","05527","05","1","097","01166",1711
"05528021","0552802","02","05528","02","1","009","00089",2560
"05529081","0552908","01","05529","08","1","095","01154",485
"05530051","0553005","02","05530","05","1","108","01357",3261
"05531021","0553102","01","05531","02","1","030","00331",1626
"05532181","0553218","01","05532","18","1","021","00227",882
"05533051","0553305","01","05533","05","1","022","00231",426
"05534011","0553401","01","05534","01","1","127","01485",1964
"05535201","0553520","01","05535","20","1","172","02038",7996
"05536031","0553603","01","05536","03","1","107","01299",3334
"05537041","0553704","02","05537","04","1","045","00519",3308
"05538191","0553819","03","05538","19","1","159","01844",2105
"05539051","0553905","01","05539","05","1","045","00536",2447
"05540101","0554010","00","05540","10","1","051","00766",1365
"05541011","0554101","02","05541","01","1","048","00579",3927
"05542041","0554204","02","05542","04","1","177","02082",8379
"05543041","0554304","03","05543","04","1","018","00209",752
"05544021","0554402","00","05544","02","1","106","01289",3018
"05545151","0554515","01","05545","15","1","039","00450",4023
"05546011","0554601","02","05546","01","1","114","01399",3340
"05547031","0554703","02","05547","03","1","151","01778",2117
"05548021","0554802","01","05548","02","1","182","02107",1902
"05549051","0554905","01","05549","05","1","162","01895",1601
"05550161","0555016","01","05550","16","1","111","01378",4169
"05551031","0555103","01","05551","03","1","013","00146",496
"05552021","0555202","01","05552","02","1","085","01055",9998
"05553051","0555305","01","05553","05","1","185","02141",1249
"05554111","0555411","00","05554","11","1","088","01107",4964
"05555171","0555517","02","05555","17","1","032","00392",627
"05556041","0555604","01","05556","04","1","011","00141",1377
"05557041","0555704","02","05557","04","1","152","01793",2445
"05558011","0555801","01","05558","01","1","034","00412",707
"05559071","0555907","01","05559","07","1","137","01598",1015
"05560051","0556005","02","05560","05","1","006","00053",1292
"05561051","0556105","01","05561","05","1","050","00690",3715
"05562081","0556208","02","05562","08","1","014","00148",833
"05563021","0556302","01","05563","02","1","085","01028",15557
"05564011","0556401","02","05564","01","1","170","02028",888
"05565041","0556504","01","05565","04","1","009","00072",3214
"05566011","0556601","02","05566","01","1","023","00241",794
"05567041","0556704","02","05567","04","1","059","00864",5348
"05568181","0556818","01","05568","18","1","149","01742",1939
"05569191","0556919","01","05569","19","1","026","00272",1902
"05570041","0557004","02","05570","04","1","046","00555",1050
"05571131","0557113","01","05571","13","1","101","01217",1108
"05572021","0557202","01","05572","02","1","163","01935",1749
"05573141","0557314","01","05573","14","1","081","01017",6441
"05574041","0557404","02","05574","04","1","163","01926",1790
"05575121","0557512","00","05575","12","1","039","00451",3817
"05576011","0557601","02","05576","01","1","134","01575",1775
"05577131","0557713","01","05577","13","1","089","01112",3110
"05578011","0557801","01","05578","01","1","040","00467",3899
"05579071","0557907","02","05579","07","1","056","00830",5624
"05580021","0558002","01","05580","02","1","140","01653",1511
"05581011","0558101","02","05581","01","1","060","00873",6798
"05582031","0558203","01","05582","03","1","133","01565",1745
"05583031","0558303","01","05583","03","1","139","01621",1407
"05584161","0558416","01","05584","16","1","001","00003",848
"05585181","0558518","01","05585","18","1","160","01845",1479
"05586041","0558604","03","05586","04","1","163","01924",1839
"05587051","0558705","02","05587","05","1","155","01818",1651
"05588021","0558802","01","05588","02","1","028","00279",1313
"05589011","0558901","01","05589","01","1","029","00286",1778
"05590201","0559020","00","05590","20","1","105","01250",2996
"05591011","0559101","02","05591","01","1","040","00459",4568
"05592011","0559201","00","05592","01","1","122","01451",4613
"05593171","0559317","01","05593","17","1","129","01513",2829
"05594051","0559405","01","05594","05","1","034","00399",908
"05595091","0559509","00","05595","09","1","159","01844",2105
"05596041","0559604","02","05596","04","1","031","00368",2069
"05597091","0559709","02","05597","09","1","008","00062",1927
"05598021","0559802","02","05598","02","1","122","01453",4305
"05599021","0559902","02","05599","02","1","004","00013",1363
"05600201","0560020","01","05600","20","1","117","01411",4824
"05601051","0560105","01","05601","05","1","121","01437",4489
"05602051","0560205","01","05602","05","1","106","01260",3641
"05603051","0560305","03","05603","05","1","132","01544",1573
"05604191","0560419","02","05604","19","1","051","00766",1365
"05605091","0560509","01","05605","09","1","063","00885",2839
"05606111","0560611","01","05606","11","1","141","01674",2757
"05607051","0560705","03","05607","05","1","049","00677",1008
"05608041","0560804","01","05608","04","1","018","00211",734
"05609041","0560904","01","05609","04","1","030","00357",1426
"05610051","0561005","02","05610","05","1","166","01966",2755
"05611011","0561101","01","05611","01","1","120","01426",4969
"05612051","0561205","02","05612","05","1","069","00929",3066
"05613031","0561303","01","05613","03","1","044","00504",2767
"05614181","0561418","01","05614","18","1","136","01590",1225
"05615181","0561518","01","05615","18","1","159","01842",2431
"05616031","0561603","01","05616","03","1","049","00604",4983
"05617021","0561702","01","05617","02","1","107","01324",3029
"05618191","0561819","00","05618","19","1","111","01384",3206
"05619051","0561905","01","05619","05","1","006","00058",1116
"05620041","0562004","01","05620","04","1","051","00767",1281
"05621031","0562103","02","05621","03","1","058","00843",5596
"05622011","0562201","01","05622","01","1","086","01074",12314
"05623121","0562312","00","05623","12","1","077","00969",10589
"05624141","0562414","01","05624","14","1","178","02084",2239
"05625031","0562503","01","05625","03","1","042","00481",3354
"05626041","0562604","01","05626","04","1","049","00624",3913
"05627051","0562705","05","05627","05","1","048","00567",4308
"05628121","0562812","02","05628","12","1","067","00921",1645
"05629021","0562902","01","05629","02","1","048","00575",4004
"05630081","0563008","01","05630","08","1","021","00228",784
"05631061","0563106","01","05631","06","1","187","02145",1691
"05632131","0563213","03","05632","13","1","135","01585",1797
"05633031","0563303","02","05633","03","1","050","00696",3566
"05634111","0563411","02","05634","11","1","143","01682",2124
"05635041","0563504","01","05635","04","1","107","01298",3361
"05636121","0563612","01","05636","12","1","061","00877",2869
"05637031","0563703","01","05637","03","1","108","01341",3411
"05638011","0563801","01","05638","01","1","049","00642",3521
"05639181","0563918","02","05639","18","1","020","00223",797
"05640171","0564017","00","05640","17","1","100","01212",1495
"05641051","0564105","02","05641","05","1","065","00895",3954
"05642041","0564204","00","05642","04","1","152","01796",2266
"05643081","0564308","02","05643","08","1","159","01843",2250
"05644021","0564402","01","05644","02","1","163","01941",1725
"05645051","0564505","02","05645","05","1","067","00917",1831
"05646011","0564601","02","05646","01","1","004","00023",1189
"05647031","0564703","02","05647","03","1","040","00468",3585
"05648031","0564803","00","05648","03","1","103","01238",973
"05649011","0564901","00","05649","01","1","121","01434",4829
"05650181","0565018","01","05650","18","1","137","01597",1065
"05651061","0565106","01","05651","06","1","033","00394",835
"05652021","0565202","01","05652","02","1","086","01079",10531
"05653011","0565301","03","05653","01","1","106","01256",3877
"05654131","0565413","01","05654","13","1","142","01677",2524
"05655131","0565513","00","05655","13","1","039","00450",4023
"05656131","0565613","01","05656","13","1","172","02035",8923
"05657051","0565705","01","05657","05","1","065","00904",2203
"05658041","0565804","01","05658","04","1","138","01603",1445
"05659101","0565910","01","05659","10","1","020","00224",779
"05660101","0566010","02","05660","10","1","071","00937",2578
"05661021","0566102","04","05661","02","1","144","01695",2426
"05662041","0566204","01","05662","04","1","094","01148",948
"05663091","0566309","01","05663","09","1","143","01678",2442
"05664031","0566403","02","05664","03","1","006","00050",1373
"05665051","0566505","01","05665","05","1","163","01935",1749
"05666051","0566605","02","05666","05","1","048","00588",3638
"05667031","0566703","02","05667","03","1","087","01094",12086
"05668031","0566803","02","05668","03","1","170","02022",1015
"05669051","0566905","01","05669","05","1","006","00051",1346
"05670041","0567004","01","05670","04","1","050","00737",2858
"05671161","0567116","01","05671","16","1","154","01814",2660
"05672151","0567215","01","05672","15","1","094","01147",957
"05673031","0567303","02","05673","03","1","050","00733",2944
"05674041","0567404","01","05674","04","1","044","00495",2970
"05675031","0567503","02","05675","03","1","011","00140",1439
"05676031","0567603","01","05676","03","1","028","00277",1380
"05677071","0567707","02","05677","07","1","057","00835",5223
"05678061","0567806","02","05678","06","1","096","01156",1044
"05679031","0567903","03","05679","03","1","050","00688",3766
"05680021","0568002","01","05680","02","1","183","02114",2129
"05681091","0568109","00","05681","09","1","052","00772",1285
"05682021","0568202","02","05682","02","1","081","01014",20259
"05683041","0568304","01","05683","04","1","099","01206",1411
"05684051","0568405","03","05684","05","1","009","00081",2980
"05685011","0568501","01","05685","01","1","098","01197",1206
"05686051","0568605","01","05686","05","1","053","00789",1214
"05687051","0568705","00","05687","05","1","003","00008",1437
"05688041","0568804","03","05688","04","1","132","01533",1859
"05689011","0568901","01","05689","01","1","073","00947",2917
"05690011","0569001","01","05690","01","1","167","01974",661
"05691011","0569101","01","05691","01","1","106","01268",3360
"05692201","0569220","01","05692","20","1","052","00768",1450
"05693021","0569302","01","05693","02","1","162","01880",1686
"05694011","0569401","01","05694","01","1","108","01338",3457
"05695021","0569502","01","05695","02","1","020","00224",779
"05696171","0569617","01","05696","17","1","178","02085",2014
"05697031","0569703","02","05697","03","1","129","01514",2031
"05698191","0569819","01","05698","19","1","057","00836",4721
"05699031","0569903","02","05699","03","1","039","00453",3363
"05700011","0570001","02","05700","01","1","146","01731",3077
"05701041","0570104","01","05701","04","1","059","00865",5338
"05702041","0570204","02","05702","04","1","150","01747",2700
"05703121","0570312","02","05703","12","1","037","00442",5052
"05704051","0570405","02","05704","05","1","170","02020",1036
"05705011","0570501","01","05705","01","1","030","00345",1490
"05706031","0570603","01","05706","03","1","176","02079",4828
"05707031","0570703","03","05707","03","1","035","00420",813
"05708041","0570804","00","05708","04","1","049","00638",3604
"05709021","0570902","01","05709","02","1","111","01380",3726
"05710051","0571005","01","05710","05","1","189","02156",1324
"05711011","0571101","00","05711","01","1","030","00355",1437
"05712041","0571204","01","05712","04","1","050","00727",3076
"05713151","0571315","02","05713","15","1","075","00966",3387
"05714051","0571405","02","05714","05","1","127","01479",1952
"05715031","0571503","02","05715","03","1","149","01741",2121
"05716011","0571601","01","05716","01","1","041","00476",4074
"05717021","0571702","01","05717","02","1","122","01459",760
"05718011","0571801","02","05718","01","1","132","01553",1371
"05719051","0571905","01","05719","05","1","117","01411",4824
"05720171","0572017","01","05720","17","1","077","00969",10589
"05721031","0572103","01","05721","03","1","138","01611",1261
"05722021","0572202","03","05722","02","1","010","00100",3332
"05723161","0572316","01","05723","16","1","101","01215",1128
"05724011","0572401","03","05724","01","1","085","01060",7080
"05725111","0572511","00","05725","11","1","089","01112",3110
"05726021","0572602","01","05726","02","1","006","00045",1681
"05727011","0572701","03","05727","01","1","023","00248",707
"05728081","0572808","01","05728","08","1","019","00221",728
"05729061","0572906","04","05729","06","1","068","00928",1288
"05730101","0573010","03","05730","10","1","089","01113",3095
"05731071","0573107","00","05731","07","1","167","01976",500
"05732041","0573204","01","05732","04","1","111","01378",4169
"05733021","0573302","02","05733","02","1","106","01262",3621
"05734081","0573408","02","05734","08","1","142","01676",2626
"05735191","0573519","00","05735","19","1","039","00447",4920
"05736041","0573604","01","05736","04","1","085","01040",12481
"05737011","0573701","01","05737","01","1","152","01796",2266
"05738191","0573819","02","05738","19","1","167","01974",661
"05739041","0573904","02","05739","04","1","009","00088",2583
"05740051","0574005","01","05740","05","1","140","01657",1444
"05741191","0574119","01","05741","19","1","116","01406",6756
"05742031","0574203","02","05742","03","1","050","00694",3633
"05743011","0574301","01","05743","01","1","036","00441",597
"05744191","0574419","02","05744","19","1","155","01819",1628
"05745021","0574502","02","05745","02","1","108","01360",3189
"05746031","0574603","01","05746","03","1","100","01209",1651
"05747171","0574717","02","05747","17","1","115","01404",6225
"05748021","0574802","01","05748","02","1","152","01795",2279
"05749031","0574903","01","05749","03","1","163","01940",1726
"05750031","0575003","01","05750","03","1","170","02014",1293
"05751051","0575105","01","05751","05","1","080","01006",6870
"05752011","0575201","02","05752","01","1","176","02068",6800
"05753201","0575320","02","05753","20","1","166","01971",658
"05754011","0575401","01","05754","01","1","086","01075",11783
"05755171","0575517","05","05755","17","1","094","01150",839
"05756011","0575601","02","05756","01","1","169","01989",1117
"05757051","0575705","00","05757","05","1","111","01380",3726
"05758061","0575806","03","05758","06","1","039","00449",4091
"05759041","0575904","01","05759","04","1","085","01046",11818
"05760041","0576004","01","05760","04","1","009","00086",2729
"05761011","0576101","01","05761","01","1","049","00658",3100
"05762111","0576211","01","05762","11","1","159","01844",2105
"05763021","0576302","02","05763","02","1","086","01083",9428
"05764021","0576402","01","05764","02","1","111","01379",3848
"05765041","0576504","01","05765","04","1","170","02025",979
"05766051","0576605","01","05766","05","1","105","01250",2996
"05767051","0576705","02","05767","05","1","005","00028",1464
"05768011","0576801","03","05768","01","1","068","00926",4627
"05769171","0576917","01","05769","17","1","117","01412",4714
"05770031","0577003","02","05770","03","1","121","01439",4377
"05771041","0577104","02","05771","04","1","128","01505",2103
"05772031","0577203","02","05772","03","1","049","00637",3623
"05773161","0577316","02","05773","16","1","137","01599",1009
"05774041","0577404","02","05774","04","1","114","01402",3050
"05775041","0577504","01","05775","04","1","035","00423",794
"05776011","0577601","01","05776","01","1","061","00877",2869
"05777051","0577705","01","05777","05","1","059","00864",5348
"05778011","0577801","01","05778","01","1","050","00691",3701
"05779141","0577914","01","05779","14","1","135","01582",2162
"05780041","0578004","01","05780","04","1","139","01637",1272
"05780042","0578004","01","05780","04","2","139","01637",1272
"05780043","0578004","01","05780","04","3","139","01637",1272
"05781131","0578113","00","05781","13","1","160","01846",1388
"05782051","0578205","01","05782","05","1","054","00809",1306
"05783151","0578315","01","05783","15","1","185","02139",1468
"05784191","0578419","01","05784","19","1","143","01681",2188
"05785021","0578502","01","05785","02","1","014","00149",796
"05786041","0578604","01","05786","04","1","010","00120",2739
"05787021","0578702","01","05787","02","1","085","01035",13117
"05788191","0578819","01","05788","19","1","172","02035",8923
"05789021","0578902","01","05789","02","1","121","01442",3818
"05790011","0579001","02","05790","01","1","009","00082",2951
"05791051","0579105","02","05791","05","1","049","00622",4001
"05792041","0579204","02","05792","04","1","050","00697",3527
"05793051","0579305","00","05793","05","1","080","01002",7693
"05794031","0579403","01","05794","03","1","049","00678",1000
"05795021","0579502","01","05795","02","1","113","01392",3160
"05796031","0579603","02","05796","03","1","050","00712",3409
"05797121","0579712","01","05797","12","1","057","00836",4721
"05798041","0579804","02","05798","04","1","004","00019",1284
"05799041","0579904","01","05799","04","1","153","01813",2357
"05800051","0580005","01","05800","05","1","108","01334",3801
"05801121","0580112","02","05801","12","1","143","01678",2442
"05802031","0580203","02","05802","03","1","009","00094",2118
"05803031","0580303","01","05803","03","1","134","01571",2231
"05803032","0580303","00","05803","03","2","134","01571",2231
"05804031","0580403","01","05804","03","1","139","01628",1338
"05805041","0580504","05","05805","04","1","151","01768",2339
"05806041","0580604","04","05806","04","1","138","01614",1185
"05807041","0580704","01","05807","04","1","087","01098",11415
"05808061","0580806","05","05808","06","1","101","01219",985
"05809181","0580918","02","05809","18","1","043","00484",2372
"05810051","0581005","00","05810","05","1","029","00292",1719
"05811021","0581102","00","05811","02","1","171","02032",830
"05812181","0581218","02","05812","18","1","142","01677",2524
"05813051","0581305","00","05813","05","1","151","01779",2117
"05814031","0581403","02","05814","03","1","048","00597",2967
"05815041","0581504","01","05815","04","1","088","01105",4784
"05816141","0581614","01","05816","14","1","101","01218",1072
"05817021","0581702","00","05817","02","1","111","01381",3504
"05818051","0581805","01","05818","05","1","085","01033",13434
"05819101","0581910","00","05819","10","1","013","00147",488
"05820021","0582002","02","05820","02","1","170","02022",1015
"05821031","0582103","01","05821","03","1","087","01090",13365
"05822141","0582214","00","05822","14","1","039","00448",4578
"05823031","0582303","02","05823","03","1","166","01967",2601
