LLAVESDE,LLAVEMOD,LLAVEVIV,LLAVEHOG,N_REN,FOLIO,VIV_SEL,HOGAR,EDAD_V,SEXO,NIV,GRA,PAREN,ENT,TLOC,REGION,P3_2,P3_8,P3_10,P3_11A,P3_11B,P3_12,P3_14,P3_5_5,P4_1,P4_3,P4_10,P4_11,P0_1,P0_2,P0_3,P0_4_2,P1_1,P2_8,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P8_1,P8_5_1,P8_5_2,P8_5_3,P12_2,P12_3,P12_4,P13_2_1,P13_2_2,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,P6_4_6,P6_4_7,P6_4_8,P6_4_9,delinquent_any,delinquent_count
917018101,917018101,917018,9170181,1,9170,18,1,30,1,2,6,1,18,2,3,2,1,6.0,,,,2,1,2,2,1,2,1,2,1,2,7,1,2,2,2,2,2,2,2,2,2,2,,,,3,2,1,2,2,,,,,,,,,,,,,,,,,,,0,0
917102101,917102101,917102,9171021,1,9171,2,1,53,2,3,3,1,9,1,4,2,1,5.0,1800.0,1.0,2.0,1,1,2,1,2,2,2,6,1,1,5,2,1,1,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
917205102,917205102,917205,9172051,2,9172,5,1,80,2,8,5,2,9,1,4,5,7,,,,,2,1,1,1,5,2,1,4,1,2,2,0,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
917303101,917303101,917303,9173031,1,9173,3,1,30,2,8,4,1,6,1,3,2,1,1.0,7600.0,2.0,1.0,1,2,1,2,2,2,3,4,1,1,3,1,1,1,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
917418102,917418102,917418,9174181,2,9174,18,1,31,2,3,3,2,21,4,5,5,1,1.0,750.0,1.0,1.0,1,1,1,1,3,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,2,1,2,,,,,,,,,,,,,,,,,,,0,0
917502102,917502102,917502,9175021,2,9175,2,1,25,2,3,3,2,19,2,2,5,1,3.0,1900.0,1.0,2.0,1,1,2,1,1,2,2,3,1,1,6,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
917606102,917606102,917606,9176061,2,9176,6,1,25,1,8,2,3,18,2,3,6,1,1.0,7500.0,2.0,1.0,1,2,2,1,4,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,9,3,2,1,,,,,,,,,,,,,,,,,,,0,0
917709102,917709102,917709,9177091,2,9177,9,1,49,1,3,3,5,31,2,6,2,1,1.0,2400.0,1.0,1.0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2.0,2.0,2.0,9,9,3,2,1,,,,,,,,,,,,,,,,,,,0,0
917805103,917805103,917805,9178051,3,9178,5,1,30,1,8,5,3,5,1,2,6,1,4.0,25000.0,3.0,2.0,1,1,1,1,5,2,3,9,1,1,3,3,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
917903101,917903101,917903,9179031,1,9179,3,1,46,2,10,2,1,32,1,3,6,2,1.0,5000.0,2.0,1.0,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
918001101,918001101,918001,9180011,1,9180,1,1,55,1,3,3,1,2,1,1,5,1,5.0,6000.0,1.0,2.0,1,1,2,1,3,2,2,3,1,1,3,2,2,1,2,2,2,2,2,2,2,2,,,,9,1,3,2,1,,2.0,,,,,,,,,,,,,,,,,0,0
918109101,918109101,918109,9181091,1,9181,9,1,62,1,2,6,1,1,4,3,5,1,1.0,2500.0,2.0,2.0,1,1,2,1,2,2,2,6,3,1,3,2,1,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
918208103,918208103,918208,9182081,3,9182,8,1,39,1,3,3,3,18,3,3,2,9,,,,,2,2,2,2,1,2,2,3,0,2,3,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
918308101,918308101,918308,9183081,1,9183,8,1,39,2,3,3,1,11,2,3,5,7,5.0,300.0,1.0,2.0,1,1,2,1,9,2,2,2,1,1,4,0,2,1,2,2,2,2,2,2,2,2,,,,9,3,3,2,1,,2.0,,,,,,,,,,,,,,,,,0,0
918405102,918405102,918405,9184051,2,9184,5,1,19,1,6,2,3,5,1,2,6,6,5.0,200.0,2.0,2.0,1,2,2,1,2,2,3,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
918517101,918517101,918517,9185171,1,9185,17,1,55,1,3,3,1,30,3,5,5,1,1.0,4600.0,2.0,1.0,1,1,2,1,1,2,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,3,2,1,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
918602101,918602101,918602,9186021,1,9186,2,1,52,2,6,3,1,2,1,1,1,1,3.0,3000.0,1.0,1.0,1,1,1,1,2,2,2,6,1,1,4,1,1,2,2,1,2,2,2,2,2,1,1.0,2.0,1.0,9,1,3,1,1,2.0,,,2.0,,,,,,,,,,,,,,,0,0
918704104,918704104,918704,9187041,4,9187,4,1,38,1,6,1,5,9,1,4,1,1,1.0,7000.0,2.0,1.0,1,1,1,2,1,2,2,3,1,1,7,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
918805101,918805101,918805,9188051,1,9188,5,1,62,1,6,3,1,17,1,5,5,1,1.0,2000.0,1.0,2.0,1,2,2,2,1,2,1,7,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
918919102,918919102,918919,9189191,2,9189,19,1,23,1,6,3,3,18,3,3,6,1,1.0,8000.0,3.0,1.0,1,2,2,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,3,2,2,1,,,,,,,,,,,,,,,,,,,0,0
919002101,919002101,919002,9190021,1,9190,2,1,50,1,6,3,1,31,2,6,5,1,1.0,2000.0,1.0,1.0,1,1,2,1,1,2,2,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
919101103,919101103,919101,9191011,3,9191,1,1,23,2,6,3,3,25,1,1,5,1,5.0,1500.0,1.0,2.0,1,1,2,1,2,2,3,6,2,1,4,3,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
919220102,919220102,919220,9192201,2,9192,20,1,25,2,3,3,2,20,4,6,1,1,5.0,0.0,,,1,1,2,2,2,2,1,2,1,1,4,0,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
919305102,919305102,919305,9193051,2,9193,5,1,77,2,2,3,2,11,4,3,5,7,,,,,2,1,2,1,4,2,2,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,,,,3,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
919403101,919403101,919403,9194031,1,9194,3,1,65,1,3,3,1,7,1,6,5,1,4.0,1000.0,1.0,2.0,1,1,2,1,5,2,3,5,2,2,5,1,2,2,2,2,2,2,2,2,2,2,,,,2,3,3,1,1,,,,,,,,,,,,,,,,,,,0,0
919514101,919514101,919514,9195141,1,9195,14,1,41,1,2,3,1,21,3,5,1,1,2.0,800.0,1.0,2.0,1,1,2,2,4,2,2,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,2,2,2,,,,,,,,,,,,,,,,,,,0,0
919610101,919610101,919610,9196101,1,9196,10,1,46,1,3,3,1,4,3,6,5,1,2.0,1200.0,1.0,2.0,1,1,2,1,2,2,1,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
919720102,919720102,919720,9197201,2,9197,20,1,66,1,2,2,2,7,3,6,1,9,2.0,15000.0,4.0,2.0,2,1,2,2,2,2,2,3,1,2,3,0,2,2,2,2,2,2,2,2,2,2,,,,2,2,9,1,2,,,,,,,,,,,,,,,,,,,0,0
919820102,919820102,919820,9198201,2,9198,20,1,77,2,8,3,2,2,3,1,5,5,,,,,1,1,2,1,3,2,3,5,2,1,5,1,1,2,2,2,2,2,2,2,2,1,2.0,2.0,2.0,9,9,3,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
919901101,919901101,919901,9199011,1,9199,1,1,31,1,8,5,1,5,1,2,6,1,4.0,9000.0,1.0,2.0,1,1,1,2,4,2,2,6,2,1,2,1,1,1,1,1,2,2,2,2,2,2,,,,2,1,3,2,1,1.0,1.0,2.0,2.0,,,,,,2.0,2.0,,,,,,,,1,2
919901201,919901201,919901,9199012,1,9199,1,2,35,2,8,5,1,5,1,2,6,1,1.0,15000.0,3.0,1.0,1,1,2,1,5,2,2,6,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,2,3,1,1,,2.0,,,,,,,,,,,,,,,,,0,0
920017101,920017101,920017,9200171,1,9200,17,1,44,2,2,6,1,24,4,2,5,1,5.0,1000.0,1.0,2.0,1,1,2,2,1,2,3,6,1,1,5,2,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
920017202,920017202,920017,9200172,2,9200,17,2,50,2,2,6,5,24,4,2,6,1,6.0,,,,2,1,2,1,1,2,3,6,1,1,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
920101102,920101102,920101,9201011,2,9201,1,1,46,1,2,6,2,11,1,3,5,1,1.0,6000.0,1.0,1.0,1,1,1,1,3,2,2,5,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
920205102,920205102,920205,9202051,2,9202,5,1,76,1,2,6,2,28,1,2,5,7,,,,,2,1,2,1,2,2,4,6,2,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
920311101,920311101,920311,9203111,1,9203,11,1,57,1,8,5,1,25,2,1,5,1,5.0,18000.0,4.0,2.0,1,1,2,1,4,2,2,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
920402101,920402101,920402,9204021,1,9204,2,1,22,2,8,4,1,22,2,3,6,9,,,,,1,1,1,1,4,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,3,3,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
920501102,920501102,920501,9205011,2,9205,1,1,18,1,6,1,3,29,3,5,6,1,1.0,1500.0,1.0,2.0,1,1,2,1,2,2,2,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
920605101,920605101,920605,9206051,1,9206,5,1,48,1,8,5,1,23,1,6,5,1,1.0,10000.0,2.0,1.0,1,1,1,1,2,2,2,3,1,1,4,2,1,2,2,2,2,2,2,2,2,1,1.0,1.0,2.0,3,2,3,1,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
920717101,920717101,920717,9207171,1,9207,17,1,70,2,2,5,1,27,4,6,6,7,,,,,2,1,2,1,5,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,3,2,2,1,2,,,,,,,,,,,,,,,,,,,0,0
920806101,920806101,920806,9208061,1,9208,6,1,44,2,7,3,1,22,4,3,5,1,1.0,2000.0,1.0,1.0,1,1,2,2,5,2,1,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
920913103,920913103,920913,9209131,3,9209,13,1,20,1,1,1,3,7,4,6,6,1,2.0,480.0,1.0,1.0,1,1,2,1,1,1,1,2,0,2,6,0,2,2,2,2,2,2,2,2,2,1,2.0,1.0,2.0,9,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
921004102,921004102,921004,9210041,2,9210,4,1,37,2,6,3,2,9,1,4,1,1,5.0,3500.0,1.0,2.0,1,1,1,2,2,2,2,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
921101101,921101101,921101,9211011,1,9211,1,1,56,1,6,1,1,19,1,2,5,1,1.0,2200.0,1.0,1.0,1,1,1,1,4,2,2,4,1,1,3,2,2,1,2,2,2,1,2,2,2,2,,,,2,1,3,1,2,,1.0,,,,2.0,,,,,2.0,,,,,,,,1,1
921204101,921204101,921204,9212041,1,9212,4,1,36,1,3,2,1,28,1,2,2,1,1.0,1500.0,1.0,1.0,1,1,2,1,4,2,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,2,2,2,,,,,,,,,,,,,,,,,,,0,0
921314101,921314101,921314,9213141,1,9213,14,1,73,1,0,0,1,14,4,3,4,2,5.0,0.0,,,2,1,2,1,3,2,1,1,0,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,1,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
921414101,921414101,921414,9214141,1,9214,14,1,45,2,2,6,1,23,4,6,2,7,,,,,1,1,2,1,1,1,1,2,0,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
921501101,921501101,921501,9215011,1,9215,1,1,42,2,6,3,1,2,1,1,6,1,5.0,2800.0,1.0,2.0,1,1,1,1,2,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
921602102,921602102,921602,9216021,2,9216,2,1,31,1,8,3,5,19,1,2,5,1,1.0,99888.0,,,1,1,1,2,1,2,3,4,1,1,7,3,2,1,2,2,2,2,2,1,2,1,1.0,2.0,2.0,1,1,3,1,2,,2.0,,,,,,1.0,,,,,,,,,2.0,,1,1
921702102,921702102,921702,9217021,2,9217,2,1,57,2,3,3,2,5,1,2,5,7,,,,,2,2,2,2,3,2,3,5,1,2,3,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
921803101,921803101,921803,9218031,1,9218,3,1,36,2,6,3,1,8,1,1,6,1,1.0,2000.0,1.0,1.0,1,1,2,2,1,2,1,2,1,2,3,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
921904104,921904104,921904,9219041,4,9219,4,1,18,1,6,3,5,24,1,2,6,1,1.0,1000.0,1.0,2.0,1,2,2,1,2,2,3,6,2,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
922008105,922008105,922008,9220081,5,9220,8,1,27,2,6,3,3,29,4,5,6,1,1.0,3000.0,2.0,1.0,1,1,1,1,5,2,5,7,1,1,7,2,1,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,1.0,,,,,,,,,1.0,,,,,,,,,1,1
922116101,922116101,922116,9221161,1,9221,16,1,59,2,2,3,1,19,3,2,4,7,,,,,2,1,2,2,2,2,1,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,1,2,2,,,,,,,,,,,,,,,,,,,0,0
922203102,922203102,922203,9222031,2,9222,3,1,33,2,3,3,2,7,1,6,5,7,,,,,1,1,2,1,1,2,2,3,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,1,2,2,,,,,,,,,,,,,,,,,,,0,0
922309101,922309101,922309,9223091,1,9223,9,1,80,2,0,0,1,7,4,6,4,7,,,,,2,2,2,2,1,2,1,2,0,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,2,1,2,,,,,,,,,,,,,,,,,,,0,0
922401102,922401102,922401,9224011,2,9224,1,1,45,2,3,3,2,24,1,2,1,7,,,,,1,1,2,1,1,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
922511101,922511101,922511,9225111,1,9225,11,1,82,2,2,1,1,31,4,6,4,1,5.0,200.0,3.0,2.0,2,3,2,1,1,2,2,3,0,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
922610107,922610107,922610,9226101,7,9226,10,1,18,2,6,2,4,17,3,5,6,6,1.0,300.0,1.0,2.0,1,1,2,1,1,2,5,8,2,1,13,3,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
922714101,922714101,922714,9227141,1,9227,14,1,66,1,3,3,1,13,4,5,5,1,6.0,,,,1,1,2,1,3,1,3,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,1,,,,,,,,,,,,,,,,,,,0,0
922803101,922803101,922803,9228031,1,9228,3,1,46,2,9,3,1,15,1,5,2,1,1.0,15000.0,3.0,1.0,2,2,1,1,3,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
922901102,922901102,922901,9229011,2,9229,1,1,18,2,6,3,3,16,1,3,6,6,,,,,1,1,2,1,1,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
923003101,923003101,923003,9230031,1,9230,3,1,50,1,3,3,1,2,1,1,1,1,1.0,3000.0,1.0,1.0,1,1,2,1,1,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
923121102,923121102,923121,9231211,2,9231,21,1,20,2,3,3,2,26,4,1,1,1,2.0,1500.0,1.0,2.0,1,1,2,1,3,2,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,9,9,3,2,2,,,,,,,2.0,,,,,,,,,,,,0,0
923205101,923205101,923205,9232051,1,9232,5,1,76,2,2,3,1,26,1,1,4,8,,,,,1,3,2,2,1,2,1,1,1,2,1,0,2,2,2,1,2,2,2,2,2,2,,,,9,9,3,1,2,,,,2.0,,,,,,,,,,,,,,,0,0
923303101,923303101,923303,9233031,1,9233,3,1,36,1,2,6,1,7,1,6,5,1,5.0,2500.0,1.0,2.0,1,1,1,1,5,2,1,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
923403101,923403101,923403,9234031,1,9234,3,1,48,1,3,3,1,29,3,5,1,1,5.0,2000.0,1.0,2.0,1,1,2,1,3,2,2,3,2,2,7,3,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,1,,,,,,,,,,,,,,,,,,,0,0
923504102,923504102,923504,9235041,2,9235,4,1,53,2,3,3,2,22,3,3,1,1,1.0,1500.0,1.0,1.0,1,1,2,2,2,1,2,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
923611101,923611101,923611,9236111,1,9236,11,1,56,1,2,5,1,25,2,1,5,1,1.0,3000.0,2.0,1.0,2,1,1,1,3,1,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
923701101,923701101,923701,9237011,1,9237,1,1,49,1,3,2,1,1,2,3,2,1,5.0,4200.0,1.0,2.0,1,1,2,2,2,2,3,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,1,1,,,,,,,,,,,,,,,,,,,0,0
923803102,923803102,923803,9238031,2,9238,3,1,22,2,8,5,3,5,1,2,6,1,1.0,9000.0,3.0,1.0,1,1,2,2,3,1,2,5,1,1,2,1,1,1,1,1,2,2,2,2,2,2,,,,3,1,3,2,2,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,0,0
923903103,923903103,923903,9239031,3,9239,3,1,48,2,3,3,3,16,1,3,5,7,,,,,1,1,2,1,2,2,6,9,2,1,12,8,1,1,2,2,2,2,2,2,2,2,,,,8,2,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
924005101,924005101,924005,9240051,1,9240,5,1,68,1,6,3,1,15,1,5,5,5,,,,,1,1,2,1,5,2,3,7,2,1,3,2,1,1,2,1,2,2,2,2,2,1,1.0,1.0,1.0,2,1,3,1,1,2.0,2.0,,2.0,,,,,,,,,,,,,,,0,0
924119101,924119101,924119,9241191,1,9241,19,1,26,1,6,2,1,12,2,6,5,1,1.0,2000.0,1.0,1.0,1,2,2,1,3,2,1,2,1,1,4,2,1,1,2,1,2,2,1,2,2,2,,,,9,3,3,1,1,2.0,2.0,,2.0,,,2.0,,,,,,,,,,,,0,0
924203101,924203101,924203,9242031,1,9242,3,1,33,1,6,3,1,22,1,3,6,1,5.0,35000.0,3.0,2.0,1,1,1,1,4,2,3,6,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2.0,2.0,1.0,8,1,3,2,1,1.0,2.0,,,2.0,,,,,2.0,,,,,,,,,1,1
924305102,924305102,924305,9243051,2,9243,5,1,60,2,8,4,2,9,1,4,5,7,,,,,1,1,1,2,5,2,3,6,2,1,4,3,2,2,2,2,2,2,2,2,1,1,2.0,1.0,1.0,2,2,3,2,2,,,,,,,,,2.0,,,,,,,,,,0,0
924402102,924402102,924402,9244021,2,9244,2,1,29,2,3,3,2,2,1,1,1,7,,,,,1,2,2,1,3,2,2,3,1,1,6,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,9,2,2,,,,,,,,,,,,,,,,,,,0,0
924509104,924509104,924509,9245091,4,9245,9,1,30,2,3,2,2,19,2,2,5,7,,,,,2,1,2,2,3,2,2,3,1,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,0,0
924604102,924604102,924604,9246041,2,9246,4,1,48,2,3,3,2,5,4,2,1,1,1.0,3600.0,2.0,1.0,1,2,2,2,1,2,3,6,1,1,4,2,2,2,1,2,2,2,1,2,2,1,1.0,1.0,2.0,9,1,3,2,1,,,2.0,,,,1.0,,,,,,,,,2.0,,,1,1
924702101,924702101,924702,9247021,1,9247,2,1,75,2,10,2,1,18,2,3,3,5,,,,,1,1,2,1,5,2,1,5,3,1,1,0,2,2,2,2,2,2,2,2,2,1,1.0,2.0,1.0,2,2,3,1,1,,,,,,,,,,,,,,,,,,,0,0
924805101,924805101,924805,9248051,1,9248,5,1,60,1,8,4,1,9,1,4,2,1,1.0,99888.0,,,1,1,2,1,4,2,1,6,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2.0,2.0,1.0,2,1,3,1,1,2.0,2.0,,2.0,,,,,,,,,,,,,,,0,0
924903102,924903102,924903,9249031,2,9249,3,1,36,2,8,4,2,2,1,1,5,1,1.0,1000.0,2.0,1.0,1,2,2,2,3,2,2,4,1,1,3,2,1,2,2,2,2,2,2,2,2,2,,,,1,1,1,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
925014101,925014101,925014,9250141,1,9250,14,1,75,1,0,0,1,16,2,3,4,8,,,,,1,1,2,1,1,2,1,2,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
925102102,925102102,925102,9251021,2,9251,2,1,47,2,8,5,2,1,1,3,5,1,1.0,15000.0,3.0,1.0,1,1,1,1,4,2,3,5,3,1,4,3,1,1,2,2,2,1,2,2,2,1,1.0,2.0,1.0,9,1,3,1,1,2.0,2.0,,,,2.0,,,,,,,,,,,,,0,0
925209101,925209101,925209,9252091,1,9252,9,1,63,1,3,3,1,13,2,5,5,5,,,,,1,2,2,1,5,2,2,7,1,1,4,1,2,1,2,2,2,2,2,2,2,1,1.0,2.0,2.0,3,3,3,1,1,,2.0,,,,,,,,,,,,,,,,,0,0
925304102,925304102,925304,9253041,2,9253,4,1,42,2,3,3,2,19,2,2,1,1,1.0,99888.0,,,1,1,2,2,5,2,2,3,2,1,3,2,2,2,2,2,2,1,2,2,2,2,,,,9,9,3,2,2,,,,,,1.0,,,,,,,,,2.0,,,,1,1
925406101,925406101,925406,9254061,1,9254,6,1,54,1,3,3,1,32,4,3,5,1,2.0,1500.0,1.0,2.0,1,2,2,2,1,1,2,6,1,2,5,2,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,1,1,,,,,,,,,,,,,,,,,,,0,0
925406202,925406202,925406,9254062,2,9254,6,2,21,2,2,3,2,32,4,3,1,1,2.0,500.0,1.0,2.0,1,1,2,1,9,2,2,6,1,2,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
925505101,925505101,925505,9255051,1,9255,5,1,33,2,10,2,1,27,3,6,6,1,1.0,14000.0,3.0,1.0,1,2,1,2,4,1,1,3,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1.0,1.0,1.0,1,1,3,2,1,2.0,,2.0,,,,,,,,,,,,,,,,0,0
925602101,925602101,925602,9256021,1,9256,2,1,39,1,6,3,1,28,1,2,1,4,3.0,1400.0,1.0,2.0,1,1,2,1,2,2,2,3,1,2,6,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,1,,,,,,,,,,,,,,,,,,,0,0
925704101,925704101,925704,9257041,1,9257,4,1,77,1,3,1,1,30,2,5,5,1,3.0,1000.0,1.0,2.0,1,1,2,1,3,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
925805102,925805102,925805,9258051,2,9258,5,1,33,2,6,3,2,11,1,3,5,1,5.0,2000.0,2.0,2.0,1,1,2,1,1,2,2,3,1,1,6,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
925902101,925902101,925902,9259021,1,9259,2,1,31,1,3,3,1,10,4,1,5,1,1.0,1800.0,1.0,2.0,1,1,2,2,1,1,2,4,0,2,5,1,1,2,2,2,2,2,2,2,2,2,,,,1,1,1,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
926001101,926001101,926001,9260011,1,9260,1,1,63,1,6,3,1,17,4,5,5,5,5.0,1000.0,1.0,2.0,2,1,2,2,3,1,3,4,1,1,3,0,2,2,2,1,2,2,2,2,2,1,1.0,2.0,2.0,2,1,3,1,1,,,,2.0,,,,,,,,,,,,,,,0,0
926101101,926101101,926101,9261011,1,9261,1,1,25,2,8,3,1,17,1,5,1,1,6.0,,,,1,1,2,1,3,2,1,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
926201101,926201101,926201,9262011,1,9262,1,1,51,1,6,3,1,5,4,2,5,1,5.0,99888.0,,,1,1,2,1,9,2,3,6,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
