LLAVESDE,LLAVEMOD,LLAVEVIV,LLAVEHOG,N_REN,FOLIO,VIV_SEL,HOGAR,EDAD_V,SEXO,NIV,GRA,PAREN,ENT,TLOC,REGION,P3_2,P3_8,P3_10,P3_11A,P3_11B,P3_12,P3_14,P3_5_5,P4_1,P4_3,P4_10,P4_11,P0_1,P0_2,P0_3,P0_4_2,P1_1,P2_8,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P8_1,P8_5_1,P8_5_2,P8_5_3,P12_2,P12_3,P12_4,P13_2_1,P13_2_2,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,P6_4_6,P6_4_7,P6_4_8,P6_4_9,delinquent_any,delinquent_count
668404103,668404103,668404,6684041,3,6684,4,1,52,1,10,2,3,3,1,1,6,1,5.0,10000.0,1.0,2.0,1,1,1,1,5,2,5,8,1,1,3,1,2,2,2,2,2,2,2,2,2,1,1.0,1.0,2.0,9,9,2,2,1,,,,,,,,,,,,,,,,,,,0,0
668505103,668505103,668505,6685051,3,6685,5,1,21,1,6,3,3,31,2,6,6,1,1.0,2300.0,1.0,1.0,1,3,1,1,5,2,2,4,1,1,5,4,1,1,2,2,2,2,2,2,2,1,1.0,1.0,2.0,2,1,2,2,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
668602102,668602102,668602,6686021,2,6686,2,1,47,2,6,1,2,24,1,2,1,1,1.0,4800.0,2.0,1.0,1,1,1,2,3,2,3,4,1,1,4,2,2,2,1,2,2,2,2,2,2,1,1.0,2.0,2.0,2,3,3,1,1,,,2.0,,,,,,,,,,,,,,,,0,0
668704101,668704101,668704,6687041,1,6687,4,1,28,1,3,2,1,21,3,5,5,1,5.0,500.0,1.0,2.0,1,1,2,1,5,1,1,2,1,2,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,2,2,2,,,,,,,,,,,,,,,,,,,0,0
668803101,668803101,668803,6688031,1,6688,3,1,53,1,2,2,1,19,1,2,6,1,5.0,2000.0,1.0,2.0,1,1,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
668901102,668901102,668901,6689011,2,6689,1,1,29,2,6,3,2,25,1,1,5,7,,,,,1,1,2,2,1,2,1,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
669006101,669006101,669006,6690061,1,6690,6,1,37,1,3,3,1,24,4,2,2,7,,,,,1,1,2,1,1,2,1,3,0,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
669102101,669102101,669102,6691021,1,6691,2,1,26,1,8,4,1,13,3,5,1,1,1.0,3000.0,1.0,2.0,1,1,1,2,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,,,,9,2,3,2,2,,,,1.0,,,,,,,,,1.0,,,,,,1,1
669201101,669201101,669201,6692011,1,6692,1,1,73,1,3,3,1,17,3,5,5,1,5.0,1000.0,1.0,2.0,1,1,2,2,3,2,2,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,2,2,2,,,,,,,,,,,,,,,,,,,0,0
669310101,669310101,669310,6693101,1,6693,10,1,30,2,3,2,1,11,4,3,2,7,5.0,500.0,1.0,2.0,1,1,2,1,5,2,2,7,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,1,2,2,,,,,,,,,,,,,,,,,,,0,0
669409103,669409103,669409,6694091,3,6694,9,1,18,1,2,6,3,7,4,6,6,1,1.0,1000.0,1.0,2.0,2,1,2,1,9,2,1,3,0,2,9,2,2,2,2,2,2,2,2,2,2,2,,,,9,3,2,2,2,,,,,,,,,,,,,,,,,,,0,0
669503102,669503102,669503,6695031,2,6695,3,1,35,1,7,3,2,4,1,6,1,1,1.0,6500.0,2.0,1.0,1,1,2,1,3,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,3,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
669603102,669603102,669603,6696031,2,6696,3,1,32,2,3,3,4,2,1,1,6,1,5.0,2200.0,1.0,2.0,1,1,2,1,1,2,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
669705102,669705102,669705,6697051,2,6697,5,1,58,2,3,3,2,8,1,1,5,1,5.0,10000.0,3.0,2.0,1,1,2,1,3,2,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
669816102,669816102,669816,6698161,2,6698,16,1,56,1,2,6,2,27,4,6,5,1,5.0,2000.0,1.0,2.0,1,1,2,2,1,2,1,1,0,2,2,1,1,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
669903102,669903102,669903,6699031,2,6699,3,1,21,2,6,3,2,3,1,1,1,1,5.0,1400.0,1.0,2.0,1,2,2,1,5,2,4,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
670010101,670010101,670010,6700101,1,6700,10,1,45,1,2,6,1,30,4,5,2,1,2.0,1200.0,1.0,2.0,1,1,2,1,5,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,2,2,1,,,,,,,,,,,,,,,,,,,0,0
670105101,670105101,670105,6701051,1,6701,5,1,29,1,8,5,1,30,1,5,6,1,1.0,8000.0,3.0,1.0,1,2,1,2,3,2,2,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
670204101,670204101,670204,6702041,1,6702,4,1,28,2,3,3,1,3,1,1,5,1,1.0,2000.0,1.0,1.0,1,1,2,1,2,2,2,3,1,2,5,3,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
670302101,670302101,670302,6703021,1,6703,2,1,34,1,3,3,1,2,1,1,6,1,1.0,2400.0,1.0,2.0,1,1,2,1,1,2,3,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
670415101,670415101,670415,6704151,1,6704,15,1,54,1,8,5,1,12,4,6,5,1,1.0,8500.0,2.0,1.0,1,1,2,2,5,2,3,5,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1.0,2.0,2.0,3,3,3,1,1,,2.0,,,,,,,,,,,,,,,,,0,0
670516102,670516102,670516,6705161,2,6705,16,1,50,2,3,3,2,1,2,3,5,1,5.0,2000.0,1.0,2.0,1,1,2,2,1,2,3,7,1,1,4,3,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
670616101,670616101,670616,6706161,1,6706,16,1,61,1,2,5,1,24,4,2,2,9,,,,,2,1,2,2,1,2,1,3,0,2,1,0,1,2,2,2,2,2,2,2,2,2,,,,1,3,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
670713101,670713101,670713,6707131,1,6707,13,1,36,2,2,6,1,32,4,3,5,7,,,,,2,1,2,1,4,1,1,3,1,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
670804102,670804102,670804,6708041,2,6708,4,1,50,2,5,2,2,3,1,1,5,1,5.0,900.0,1.0,2.0,1,2,2,1,3,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
670902102,670902102,670902,6709021,2,6709,2,1,51,2,6,2,2,9,1,4,5,7,,,,,1,1,2,1,1,2,3,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
671003102,671003102,671003,6710031,2,6710,3,1,67,2,3,3,2,5,1,2,5,7,,,,,2,2,2,1,2,2,3,6,2,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,1,,,,,,,,,,,,,,,,,,,0,0
671105101,671105101,671105,6711051,1,6711,5,1,49,1,3,3,1,30,4,5,1,1,5.0,2500.0,1.0,2.0,1,1,2,1,5,2,2,4,2,1,3,2,2,2,2,1,2,2,2,2,2,1,2.0,2.0,1.0,1,1,3,1,1,,,,2.0,,,,,,,,,,,,,,,0,0
671202101,671202101,671202,6712021,1,6712,2,1,34,2,6,3,1,9,1,4,6,1,1.0,4000.0,3.0,1.0,1,1,2,2,1,2,2,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
671312103,671312103,671312,6713121,3,6713,12,1,23,1,3,3,3,22,3,3,6,1,1.0,3500.0,1.0,2.0,1,1,1,2,3,2,4,6,2,1,6,3,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
671418101,671418101,671418,6714181,1,6714,18,1,74,1,8,4,1,1,4,3,5,1,2.0,10000.0,4.0,2.0,2,2,2,1,3,2,2,5,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
671511101,671511101,671511,6715111,1,6715,11,1,37,2,6,3,1,13,3,5,6,1,1.0,3000.0,3.0,1.0,1,1,1,2,3,2,2,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,2,2,2,,,,,,,,,,,,,,,,,,,0,0
671611101,671611101,671611,6716111,1,6716,11,1,36,1,2,3,1,5,2,2,2,1,1.0,1100.0,1.0,2.0,2,1,2,1,2,2,2,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,,,,3,2,2,1,2,,,,,,1.0,,,,,,,,,2.0,,,,1,1
671702102,671702102,671702,6717021,2,6717,2,1,43,2,10,1,2,6,1,3,5,1,1.0,10000.0,2.0,1.0,1,1,1,2,1,2,2,5,2,1,3,2,1,1,2,1,2,1,2,2,2,1,1.0,1.0,1.0,1,9,3,1,1,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,0,0
671819102,671819102,671819,6718191,2,6718,19,1,34,2,3,3,2,8,4,1,1,1,1.0,2200.0,1.0,1.0,1,1,2,1,2,2,3,5,1,2,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
671901101,671901101,671901,6719011,1,6719,1,1,42,1,2,3,1,17,1,5,6,1,1.0,1700.0,1.0,1.0,1,2,2,1,1,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,8,1,2,2,,,,,,,,,,,,,,,,,,,0,0
672003102,672003102,672003,6720031,2,6720,3,1,64,2,2,2,2,31,4,6,5,9,,,,,2,1,2,1,1,2,2,3,1,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,8,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
672112102,672112102,672112,6721121,2,6721,12,1,61,2,2,4,2,7,4,6,5,7,,,,,2,1,2,2,1,2,3,4,0,2,9,0,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
672205101,672205101,672205,6722051,1,6722,5,1,54,1,8,4,1,28,1,2,2,1,1.0,2000.0,1.0,1.0,1,1,2,1,4,2,3,7,2,1,3,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
672317101,672317101,672317,6723171,1,6723,17,1,79,1,0,0,1,31,4,6,4,1,5.0,500.0,1.0,2.0,2,3,2,2,5,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,1,2,,,,,,,,,,,,,,,,,,,0,0
672405102,672405102,672405,6724051,2,6724,5,1,57,2,3,3,2,25,3,1,5,1,5.0,800.0,1.0,2.0,1,1,2,1,4,2,3,5,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,1,2,,,,,,,,,,,,,,,,,,,0,0
672519101,672519101,672519,6725191,1,6725,19,1,45,1,8,5,1,27,4,6,5,1,1.0,12000.0,3.0,1.0,1,1,2,1,5,2,3,6,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
672604103,672604103,672604,6726041,3,6726,4,1,20,1,8,2,5,9,1,4,6,6,,,,,1,1,2,2,3,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,1,3,3,2,1,,,,,,,,,,,,,,,,,,,0,0
672712101,672712101,672712,6727121,1,6727,12,1,64,1,8,4,1,27,4,6,6,1,1.0,13000.0,2.0,1.0,1,1,1,1,4,2,1,7,5,1,1,1,1,2,2,2,2,2,2,2,2,1,1.0,2.0,1.0,2,1,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
672821101,672821101,672821,6728211,1,6728,21,1,45,1,0,0,1,7,4,6,6,1,5.0,1000.0,1.0,2.0,1,1,2,2,1,2,1,1,0,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
672902103,672902103,672902,6729021,3,6729,2,1,34,1,8,4,5,9,1,4,5,1,1.0,20000.0,3.0,1.0,1,1,2,1,5,2,3,3,2,1,5,4,1,1,2,2,2,2,2,2,2,1,1.0,1.0,2.0,3,2,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
673005103,673005103,673005,6730051,3,6730,5,1,19,1,8,1,3,16,2,3,6,6,,,,,1,1,1,1,1,2,3,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
673105101,673105101,673105,6731051,1,6731,5,1,54,2,6,3,1,9,1,4,6,1,1.0,6500.0,3.0,1.0,1,1,1,2,2,2,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,2.0,,,,,,,,,,,,,,,,0,0
673218101,673218101,673218,6732181,1,6732,18,1,46,1,2,6,1,30,4,5,5,1,1.0,2800.0,2.0,1.0,1,1,1,2,3,2,2,4,0,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,1,1,,,,,,,,,,,,,,,,,,,0,0
673301102,673301102,673301,6733011,2,6733,1,1,54,1,2,6,3,15,1,5,5,1,5.0,2000.0,1.0,2.0,1,1,2,1,2,2,2,4,1,1,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
673404101,673404101,673404,6734041,1,6734,4,1,47,1,10,2,1,28,1,2,3,3,,,,,1,2,1,1,5,1,2,4,1,1,1,0,2,1,1,2,2,1,2,2,2,2,,,,2,2,3,2,1,,2.0,2.0,,,2.0,,,,,,,,,,,,,0,0
673504101,673504101,673504,6735041,1,6735,4,1,39,1,10,2,1,11,1,3,2,1,1.0,8000.0,3.0,1.0,1,1,1,1,3,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
673603101,673603101,673603,6736031,1,6736,3,1,31,1,8,5,1,9,1,4,5,1,1.0,99888.0,,,1,1,1,1,4,2,2,4,1,1,3,2,2,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,1,1,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
673701102,673701102,673701,6737011,2,6737,1,1,67,2,2,6,2,19,1,2,5,7,,,,,2,1,2,1,9,2,1,4,2,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
673805102,673805102,673805,6738051,2,6738,5,1,32,2,6,3,2,15,1,5,5,1,1.0,2500.0,1.0,1.0,1,1,2,1,2,2,2,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,3,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
673903103,673903103,673903,6739031,3,6739,3,1,31,1,3,3,3,12,1,6,6,1,1.0,3000.0,1.0,1.0,1,1,2,2,4,1,2,2,0,2,7,1,1,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,3,3,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
674018101,674018101,674018,6740181,1,6740,18,1,68,2,0,0,1,7,4,6,4,7,,,,,2,1,2,2,1,2,1,3,1,1,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
674105101,674105101,674105,6741051,1,6741,5,1,52,1,2,6,1,19,1,2,1,1,5.0,3000.0,1.0,2.0,2,1,2,1,1,2,2,3,1,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
674205101,674205101,674205,6742051,1,6742,5,1,23,2,8,3,1,26,1,1,6,6,,,,,1,1,1,1,3,2,1,5,2,1,2,0,1,1,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,1.0,2.0,,,,,,,,2.0,,,,,,,,,1,1
674305101,674305101,674305,6743051,1,6743,5,1,64,1,8,2,1,4,1,6,5,5,6.0,,,,1,2,2,1,5,2,2,3,1,1,3,1,2,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,3,1,3,1,1,,2.0,,,,,,,,,,,,,,,,,0,0
674405102,674405102,674405,6744051,2,6744,5,1,38,2,8,4,2,30,1,5,5,7,5.0,500.0,1.0,2.0,1,2,2,2,3,2,5,5,1,1,4,1,1,1,2,1,1,2,2,2,2,1,2.0,2.0,1.0,9,2,3,2,1,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,0,0
674505101,674505101,674505,6745051,1,6745,5,1,80,2,2,4,1,25,4,1,4,7,,,,,2,2,2,1,2,2,3,4,0,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
674603101,674603101,674603,6746031,1,6746,3,1,32,1,6,3,1,31,3,6,5,1,5.0,700.0,1.0,2.0,1,1,2,1,1,1,1,1,0,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,0,0
674702102,674702102,674702,6747021,2,6747,2,1,62,2,5,4,2,32,4,3,5,1,1.0,24700.0,3.0,1.0,1,1,2,1,5,2,4,5,2,1,3,3,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,2,1,1,1,,,,,,,,,,,,,,,,,,,0,0
674802102,674802102,674802,6748021,2,6748,2,1,48,2,8,4,2,18,1,3,5,1,1.0,2000.0,1.0,1.0,1,1,2,1,2,2,3,7,3,1,5,2,1,1,2,2,2,1,2,2,2,2,,,,9,9,3,1,2,2.0,2.0,,,,2.0,,,,,,,,,,,,,0,0
674901101,674901101,674901,6749011,1,6749,1,1,53,1,0,0,1,30,1,5,4,1,1.0,1800.0,1.0,1.0,2,2,2,1,3,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
675007101,675007101,675007,6750071,1,6750,7,1,84,1,2,3,1,21,4,5,5,7,,,,,2,1,2,2,3,2,2,4,1,2,5,3,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
675105101,675105101,675105,6751051,1,6751,5,1,28,2,8,4,1,13,1,5,1,1,1.0,7000.0,2.0,1.0,1,2,1,1,3,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,1.0,,,,,,,,,1.0,,,,,,,,1,1
675201103,675201103,675201,6752011,3,6752,1,1,23,2,8,3,5,11,1,3,6,1,5.0,3000.0,1.0,2.0,1,2,2,1,3,2,2,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
675309102,675309102,675309,6753091,2,6753,9,1,44,1,10,2,3,31,3,6,6,1,1.0,7000.0,2.0,1.0,1,2,2,1,3,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,1,2,1,2,,,,,,,,,,,,,,,,,,,0,0
675402102,675402102,675402,6754021,2,6754,2,1,55,2,3,1,2,31,3,6,5,1,1.0,1600.0,1.0,1.0,2,1,1,1,4,2,2,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
675504101,675504101,675504,6755041,1,6755,4,1,45,2,3,3,1,22,1,3,6,1,1.0,9000.0,3.0,1.0,1,1,1,2,3,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
675603101,675603101,675603,6756031,1,6756,3,1,39,1,10,1,1,5,1,2,5,1,1.0,42000.0,3.0,1.0,1,1,1,1,5,2,3,5,2,1,4,2,2,1,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,2,3,1,1,,2.0,,,,,,,,,,,,,,,,,0,0
675703101,675703101,675703,6757031,1,6757,3,1,37,1,3,3,1,3,1,1,5,1,1.0,5000.0,1.0,2.0,1,1,2,1,2,2,2,4,1,1,6,2,2,2,2,2,2,2,2,2,2,2,,,,1,3,3,2,1,,,,,,,,,,,,,,,,,,,0,0
675813102,675813102,675813,6758131,2,6758,13,1,46,2,10,2,2,12,2,6,5,1,1.0,9569.0,2.0,1.0,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1.0,2.0,2.0,2,2,3,1,1,,2.0,2.0,,,2.0,,,,,,,,,,,,,0,0
675909101,675909101,675909,6759091,1,6759,9,1,54,2,3,3,1,2,3,1,6,1,1.0,300.0,1.0,2.0,1,2,2,2,1,1,2,3,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
676004103,676004103,676004,6760041,3,6760,4,1,41,1,8,3,3,21,1,5,2,1,5.0,15000.0,3.0,2.0,1,1,1,2,3,2,3,8,2,1,3,2,2,2,2,2,2,1,2,2,2,1,2.0,2.0,1.0,2,1,3,1,1,,,,,,1.0,,,,,,,,,2.0,,,,1,1
676103101,676103101,676103,6761031,1,6761,3,1,33,1,3,3,1,26,1,1,1,1,1.0,2800.0,1.0,1.0,1,1,1,1,4,2,1,3,1,1,6,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
676202103,676202103,676202,6762021,3,6762,2,1,24,2,6,3,3,9,1,4,6,1,1.0,6500.0,3.0,1.0,1,1,2,2,4,2,2,3,0,1,3,3,2,2,1,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,2.0,,,,,,,,,,,,,,,,0,0
676307102,676307102,676307,6763071,2,6763,7,1,27,2,3,3,2,5,2,2,1,1,1.0,1000.0,1.0,2.0,1,1,2,2,1,2,2,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
676402101,676402101,676402,6764021,1,6764,2,1,46,2,8,5,1,17,1,5,3,1,1.0,6000.0,3.0,2.0,1,1,1,2,3,2,3,5,1,1,3,1,2,1,2,2,2,1,2,2,2,1,1.0,2.0,2.0,2,2,3,1,2,,2.0,,,,2.0,,,,,,,,,,,,,0,0
676504101,676504101,676504,6765041,1,6765,4,1,38,1,3,3,1,13,1,5,5,1,1.0,2000.0,1.0,1.0,1,1,2,1,5,2,2,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
676604102,676604102,676604,6766041,2,6766,4,1,75,1,6,3,2,14,3,3,5,1,6.0,,,,1,1,2,1,4,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,2,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
676707101,676707101,676707,6767071,1,6767,7,1,30,1,3,3,1,4,4,6,1,1,1.0,1200.0,1.0,2.0,2,1,2,2,5,2,1,1,0,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,1,1,1,,,,,,,,,,,,,,,,,,,0,0
676804101,676804101,676804,6768041,1,6768,4,1,44,1,3,3,1,32,1,3,5,1,1.0,3000.0,1.0,2.0,1,1,2,1,3,2,1,3,2,1,3,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,3,3,1,1,,,,,,,,,,,,,,,,,,,0,0
676906101,676906101,676906,6769061,1,6769,6,1,30,2,8,1,1,13,4,5,1,7,,,,,1,2,2,1,4,2,1,2,1,1,2,0,1,2,2,1,2,2,2,2,2,2,,,,9,2,3,2,2,2.0,,,2.0,,,,,,,,,,,,,,,0,0
677003101,677003101,677003,6770031,1,6770,3,1,44,1,6,3,1,13,2,5,5,1,1.0,12000.0,3.0,1.0,1,1,1,1,4,2,2,3,1,1,2,2,1,1,2,2,2,1,2,2,2,2,,,,2,1,3,1,2,2.0,2.0,,,,2.0,,,,,,,,,,,,,0,0
677103101,677103101,677103,6771031,1,6771,3,1,44,1,8,4,1,29,3,5,5,1,1.0,12000.0,3.0,1.0,1,1,2,1,5,2,2,8,1,1,5,2,1,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,1,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
677205101,677205101,677205,6772051,1,6772,5,1,26,1,6,3,1,5,1,2,1,1,1.0,2700.0,1.0,2.0,1,1,2,1,5,2,1,4,1,1,5,1,1,2,2,2,2,2,2,2,2,2,,,,3,3,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
677305101,677305101,677305,6773051,1,6773,5,1,30,1,3,1,1,23,1,6,1,1,1.0,3000.0,1.0,2.0,1,1,1,2,1,2,1,2,0,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
677414102,677414102,677414,6774141,2,6774,14,1,56,1,3,3,6,24,4,2,6,1,1.0,250.0,3.0,2.0,2,2,2,1,1,2,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
677507102,677507102,677507,6775071,2,6775,7,1,24,2,3,3,3,20,4,6,6,1,5.0,300.0,1.0,2.0,1,1,2,1,2,2,2,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
677619102,677619102,677619,6776191,2,6776,19,1,35,2,6,3,2,32,4,3,5,1,1.0,4500.0,2.0,1.0,1,1,2,1,5,2,3,5,2,1,5,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,1,,,,,,,,,,,,,,,,,,,0,0
677703102,677703102,677703,6777031,2,6777,3,1,37,2,8,4,2,14,1,3,5,7,,,,,1,1,1,1,5,2,2,8,4,1,3,1,1,1,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,1,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
677803102,677803102,677803,6778031,2,6778,3,1,48,2,3,3,2,32,1,3,5,1,1.0,2400.0,2.0,1.0,1,2,2,2,3,1,3,4,1,2,7,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
